鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
北屯區,房地(土地+建物)+車位,瀋陽路二段151~180號,8.91,都市：其他:第二種住宅區,,,1100117,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,92.89,1,1,1,有,有,7100000,76434,坡道平面,0.0,0,,RPTNMLSKKHGGFBB67DA,43.56,0.0,6.04,有,
南屯區,房地(土地+建物)+車位,永春東七路781~810號,13.1,都市：其他:第二種住宅區,,,1100122,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871218,148.03,3,2,2,有,有,9500000,67855,坡道平面,25.71,1200000,其他增建;,RPUQMLMLJHGGFCB57DA,76.82,10.74,0.0,有,
西屯區,房地(土地+建物)+車位,國安一路211~240號,16.44,都市：其他:住宅區,,,1100117,土地1建物1車位1,四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,155.6,3,2,2,有,有,13000000,83548,坡道機械,0.0,0,,RPOQMLPLJHGGFCB27DA,77.09,12.6,0.0,有,
西屯區,房地(土地+建物)+車位,福科路397巷1~30號,7.9,都市：其他:第一種住宅區,,,1100123,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820817,130.19,3,2,2,有,有,8000000,61449,坡道機械,0.0,700000,,RPOQMLTLJHGGFCB67DA,102.19,12.91,0.0,有,
南屯區,房地(土地+建物),忠勇路31~60號,14.69,非都市： ; 非都市編定：,,,1091225,土地2建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840330,146.95,6,2,2,有,有,5950000,40490,,0.0,0,,RPRSMLOJKHGGFCB57DA,95.59,17.53,0.0,有,
西屯區,房地(土地+建物)+車位,至善路31~60號,16.89,都市：其他:第二之一種商業區,,,1100111,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860407,202.06,3,2,2,有,有,13825000,68420,坡道平面,64.24,0,含土地增值稅或其他稅費;,RPXQMLRKKHGGFCB38DA,89.92,13.9,0.0,有,
南屯區,房地(土地+建物)+車位,向上路二段151~180號,30.65,都市：其他:第二種商業區,,,1100110,土地1建物1車位3,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030729,361.5,3,2,3,有,有,39800000,110097,坡道平面,69.42,0,,RPXNMLSKKHGGFCB18DA,173.89,22.01,0.0,有,
西屯區,房地(土地+建物)+車位,福瑞街91~120號,15.99,都市：其他:第三之一種住宅區,,,1100113,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,134.61,4,2,2,有,有,6250000,46430,坡道機械,0.0,0,,RPOPMLRKKHGGFCB37DA,92.06,9.8,0.0,有,
南屯區,房地(土地+建物)+車位,忠勇路31~60號,9.99,都市：其他:第三之二種住宅區,,,1100116,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,107.31,2,2,1,有,有,7750000,72221,坡道機械,14.85,0,,RPPPMLRKKHGGFCB47DA,53.72,10.59,0.0,有,
西屯區,房地(土地+建物),文心路三段1~30號,7.76,都市：其他:第三種商業區,,,1091219,土地1建物1車位0,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,86.53999999999999,2,1,1,有,有,9200000,106309,,0.0,0,含土地增值稅或其他稅費58188元;親友、員工、共有人或其他特殊關係間之交易;,RPPOMLTKKHGGFCB57DA,53.07,5.5,0.0,有,
南屯區,房地(土地+建物)+車位,黎明路二段61~90號,14.51,都市：其他:第二種住宅區,,,1091105,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941018,133.04,3,2,2,有,有,12200000,97451,坡道機械,18.11,1000000,陽台外推;,RPVOMLTKKHGGFCB28EA,73.93,11.26,0.0,有,
北屯區,房地(土地+建物)+車位,松竹路二段160巷1~30號,27.79,都市：其他:第二種住宅區,,,1091215,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,172.06,4,2,2,有,有,9200000,53470,坡道平面,0.0,0,,RPUOMLTKKHGGFBB08EA,99.26,0.0,12.58,有,
北區,房地(土地+建物),健行路421~450號,4.32,都市：其他:第二種住宅區,,,1100118,土地1建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840526,39.14,1,1,1,有,有,1850000,47266,,0.0,0,,RPQPMLTKKHGGFBB77EA,20.3,0.0,4.13,有,
西屯區,房地(土地+建物),福科路397巷1~30號,12.34,都市：其他:第一種住宅區,,,1100107,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820817,122.83,3,2,2,有,有,6580000,53570,,0.0,0,,RPXOMLTKKHGGFCB48EA,94.83,12.91,0.0,有,
南屯區,房地(土地+建物)+車位,永春東路991~1020號,16.6,都市：其他:第二種住宅區,,,1100104,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830926,160.87,3,2,2,有,有,9800000,60923,坡道平面,0.0,1200000,陽台外推;其他增建;,RPQPMLTKKHGGFCB87EA,99.1,15.87,0.0,有,
北屯區,房地(土地+建物)+車位,建和路一段391~420號,23.76,都市：其他:第三種住宅區。,,,1100119,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021011,160.10000000000002,3,2,2,有,有,10080000,62961,坡道平面,29.75,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLTKKHGGFBB47EA,76.77,3.27,7.72,有,43.0
潭子區,房地(土地+建物)+車位,大新路91~120號,13.1,都市：其他:住宅區,,,1100118,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820730,114.8,3,2,2,有,有,7500000,65331,坡道平面,0.0,0,,RPPOMLRLJHGGFHB87DA,71.77,11.26,0.0,有,47.0
西屯區,房地(土地+建物)+車位,文心路二段541~570號,8.34,都市：其他:第三種住宅區。,,,1100110,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941110,136.99,3,2,2,有,有,10500000,76648,坡道平面,12.97,0,,RPXNMLTKKHGGFCB28DA,73.19,11.8,0.0,有,
西屯區,房地(土地+建物),福科路931~960號,15.99,都市：其他:第三之一種住宅區,,,1100122,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,145.98,3,2,2,有,有,5700000,39046,,0.0,0,,RPXQMLOJKHGGFCB97DA,92.74,20.97,0.0,有,
南屯區,房地(土地+建物)+車位,忠勇路31~60號,26.09,都市：其他:第二種住宅區,,,1100114,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017,150.03,3,2,2,有,有,10620000,70786,坡道平面,21.94,0,,RPPPPLMJKHGGFCB17DA,76.86,12.82,0.0,有,
西屯區,房地(土地+建物)+車位,福科路901~930號,18.36,都市：其他:第三之一種住宅區,,,1091229,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,158.22,4,2,2,有,有,7000000,44242,坡道平面,0.0,0,,RPQSMLSLJHGGFCB97DA,108.92,9.96,0.0,有,
西屯區,房地(土地+建物)+車位,惠來路三段181~210號,17.06,都市：其他:第三之二種住宅區,,,1100115,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951219,196.45,4,2,2,有,有,14000000,71265,坡道平面,23.14,0,,RPVSMLSLJHGGFCB48DA,111.31,13.53,0.0,有,
北屯區,房地(土地+建物)+車位,山西路三段211~240號,30.68,都市：其他:第三種住宅區。,,,1091219,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031223,267.58,4,2,2,有,有,23000000,95052,坡道平面,52.96,2600000,其他增建;,RPWPMLSKKHGGFBB18DA,124.29,9.31,13.84,有,
北區,房地(土地+建物)+車位,五權路361~390號,11.03,都市：其他:第一種商業區,,,1100113,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980908,154.56,3,2,2,有,有,11000000,71170,坡道平面,18.53,0,陽台外推;,RPTQMLSKKHGGFBB97DA,73.38,0.88,14.44,有,
北區,房地(土地+建物),漢口路四段361~390號,3.72,都市：其他:第二種住宅區,,,1100108,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860821,40.05,1,1,1,有,有,2680000,66916,,0.0,0,,RPVRMLTKJHGGFBB28DA,21.67,0.0,3.97,有,57.0
北區,房地(土地+建物),東光東街61~90號,7.58,都市：其他:第二種住宅區,,,1091203,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,62.629999999999995,2,1,1,有,有,3060000,48858,,0.0,0,,RPSVMLRJJHGGFBB08DA,41.28,0.0,3.15,有,59.0
西區,房地(土地+建物),三民路一段50巷1~30號,2.76,都市：其他:第一種商業區,,,1100126,土地2建物1車位0,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,36.29,0,0,0,無,有,1500000,41334,,0.0,0,,RPWOMLTKKHGGFAB08DA,20.92,1.73,0.0,有,
西區,房地(土地+建物)+車位,精誠路61~90號,15.0,都市：其他:第二種住宅區,,,1091222,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830926,162.85,3,2,2,有,有,11200000,68775,坡道平面,0.0,0,預售屋、或土地及建物分次登記案件;,RPROMLKLKHGGFAB76DA,108.09,11.14,0.0,有,
西區,房地(土地+建物),三民路一段50巷1~30號,2.2,都市：其他:第一種商業區,,,1100204,土地2建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,28.869999999999997,0,0,0,無,有,1550000,53689,,0.0,0,,RPPNMLPKKHGGFAB86DA,15.84,2.18,0.0,有,66.0
南區,房地(土地+建物),學府路168巷1~30號,7.75,都市：其他:第一種商業區,,,1100130,土地3建物1車位0,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,86.85,2,1,1,有,有,3500000,40299,,0.0,0,,RPRNMLKMJHGGFAB66DA,48.52,7.0,0.0,有,
西區,房地(土地+建物)+車位,大忠南街91~120號,19.5,都市：其他:第二種住宅區,,,1100112,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860606,250.69,4,2,3,有,有,15000000,59835,坡道機械,0.0,800000,陽台外推;其他增建;,RPVNMLMKJHGGFAB07DA,153.88,21.89,0.0,有,
西區,房地(土地+建物)+車位,五權西四街1~30號,22.5,都市：其他:第三種住宅區。,,,1100109,土地3建物2車位4,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890803,447.15999999999997,6,2,4,有,有,38000000,84981,坡道平面,0.0,0,,RPWPMLKLJHGGFAB27DA,248.65,33.53,0.0,有,
西區,房地(土地+建物),忠明南路121~150號,11.66,都市：其他:第二種商業區,,,1091226,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871030,140.3,3,2,1,有,有,8900000,63435,,0.0,0,陽台外推;,RPTPMLRKKHGGFAB67DA,87.68,12.82,0.0,有,
西區,房地(土地+建物)+車位,忠明南路121~150號,13.54,都市：其他:第二種商業區,,,1091226,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871030,162.81,3,2,2,有,有,10100000,62036,坡道平面,22.5,0,陽台外推;,RPQPMLRKKHGGFAB37DA,87.68,12.82,0.0,有,
南區,房地(土地+建物),美村南路61~90號,9.13,都市：其他:第三種住宅區。,,,1100120,土地1建物1車位0,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840315,130.51,3,2,2,有,有,6800000,52103,,0.0,0,,RPRRMLTKKHGGFAB87DA,85.49,13.08,0.0,有,79.0
北區,房地(土地+建物),健行路421~450號,3.96,都市：其他:第二種住宅區,,,1100201,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840526,32.29,1,1,1,有,有,2000000,61939,,0.0,0,,RPQPMLNJKHGGFBB96DA,17.92,1.48,0.0,有,
北屯區,房地(土地+建物)+車位,崇德路二段301~330號,6.63,都市：其他:第一種商業區,,,1100109,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,102.94999999999999,2,2,1,有,有,6680000,64892,坡道機械,0.0,0,,RPOTMLTJKHGGFBB77DA,52.04,3.78,11.35,有,80.0
北屯區,房地(土地+建物)+車位,文心路四段271~300號,10.25,都市：其他:第三種住宅區。,,,1100128,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,121.37,2,2,2,有,有,10600000,87336,坡道平面,27.23,0,,RPROMLKLKHGGFBB86DA,55.37,2.51,5.57,有,
北屯區,房地(土地+建物)+車位,崇德二路二段61~90號,54.14,都市：其他:第二種住宅區,,,1100106,土地1建物1車位1,十六層，十七層，屋頂突出物,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791212,433.7,6,3,4,有,有,16300000,37584,坡道平面,40.94,0,夾層;,RPTOMLKLKHGGFBB07DA,278.34,5.37,35.03,有,
北屯區,房地(土地+建物)+車位,東光路781~810號,8.28,都市：其他:第三種住宅區。,,,1100116,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,99.84,3,2,1,有,有,5200000,52083,坡道機械,0.0,0,,RPUPMLKLKHGGFBB27DA,61.38,5.1,4.7,有,
北區,房地(土地+建物)+車位,東漢街1~30號,15.57,都市：其他:第二之一種商業區,,,1100126,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970122,132.56,3,2,2,有,有,11250000,84867,坡道機械,9.93,0,,RPOOMLNLKHGGFBB86DA,70.52,2.7,12.73,有,
西屯區,房地(土地+建物)+車位,國安一路211~240號,16.44,都市：其他:住宅區,,,1100120,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031113,175.61,3,2,2,有,有,13500000,76875,坡道平面,40.26,0,,RPWOMLTKKHGGFCB28DA,77.18,12.48,0.0,有,
南屯區,房地(土地+建物),公益路二段601~630號,15.28,都市：其他:第二種住宅區,,,1100124,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880429,147.58,3,2,2,有,有,9800000,66405,,0.0,0,,RPOQMLTKKHGGFCB67DA,91.64,13.84,0.0,有,
南屯區,房地(土地+建物),向上路三段61~90號,2.54,都市：其他:市場用地,,,1100123,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840112,31.060000000000002,1,0,1,有,有,1750000,56343,,0.0,0,,RPRNMLKLKHGGFCB86DA,18.24,2.99,0.0,有,
西屯區,房地(土地+建物)+車位,永昌一街1~30號,23.61,都市：其他:第二種住宅區,,,1100124,土地1建物2車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841213,222.38,3,2,1,有,有,12000000,53962,坡道機械,0.0,0,,RPROMLKLKHGGFCB96DA,128.4,20.84,0.0,有,
北屯區,房地(土地+建物)+車位,崇德路二段301~330號,13.44,都市：其他:第一種商業區,,,1100203,土地2建物1車位1,二十一層，二十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,207.68,4,2,3,有,有,12000000,57781,坡道平面,0.0,0,,RPQPMLMLKHGGFBB17EA,103.16,10.26,16.86,有,
南區,房地(土地+建物)+車位,忠明南路730巷31~60號,16.16,都市：其他:第三種住宅區。,,,1100107,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811120,126.62,3,2,2,有,有,6000000,47386,坡道機械,0.0,600000,陽台外推;,RPWOMLNLKHGGFAB67EA,107.52,8.52,0.0,有,
西屯區,房地(土地+建物)+車位,文華路31~60號,11.23,都市：其他:第三之二種住宅區,,,1100128,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,53.910000000000004,4,2,2,有,有,1191789,22103,坡道平面,0.0,0,,RPWQMLMLKHGGFCB87DA,29.4,4.3,0.0,有,133.0
豐原區,房地(土地+建物),向陽路31~60號,3.44,都市：其他:第二種商業區,,,1100131,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860602,36.1,1,1,1,有,有,2320000,64266,,0.0,0,,RPXOMLMJKHGGFDB67DA,21.41,2.26,0.0,有,136.0
西屯區,房地(土地+建物)+車位,西屯路二段241~270號,14.01,都市：其他:第三之二種住宅區,,,1091231,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830713,150.2,4,2,2,有,有,8000000,53262,坡道平面,0.0,0,,RPSPMLKLKHGGFCB17DA,83.15,10.82,0.0,有,
西屯區,房地(土地+建物)+車位,臺灣大道三段661~690號,22.77,都市：其他:第四之一種商業區,,,1091207,土地1建物1車位3,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,351.08,3,2,3,有,有,26880000,76564,坡道平面,58.16,0,,RPTPMLKLKHGGFCB27DA,166.04,28.04,0.0,有,
西屯區,房地(土地+建物)+車位,福聯街31~60號,16.88,都市：其他:第一種住宅區,,,1100119,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,111.74000000000001,3,2,2,有,有,6450000,57723,坡道機械,0.0,0,,RPTOMLKLKHGGFCB17DA,77.57,10.11,0.0,有,137.0
西屯區,房地(土地+建物),福科路931~960號,14.39,都市：其他:第三之一種住宅區,,,1100113,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830723,132.76999999999998,4,2,2,有,有,6550000,49333,,0.0,0,,RPSRMLMLKHGGFCB57DA,88.47,12.27,0.0,有,
西屯區,房地(土地+建物)+車位,青海路二段301~330號,10.27,都市：其他:第三之二種住宅區,,,1091120,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0940126,109.44,2,2,1,有,有,8200000,74927,坡道平面,0.0,1750000,親友、員工、共有人或其他特殊關係間之交易;,RPWRMLMLKHGGFCB97DA,50.6,10.46,0.0,有,
