鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總件數,總車位數,平均總價元,平均車位總價元
信義區,房地(土地+建物),光復南路541~570號,10.08,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100115,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0771115,82.22,3,2,2,有,無,19300000,234736,,0.0,0,陽台外推;,RPVPMLSKKHGGFDA18DA,49.06,9.33,12.29,有,,2,0,9650000,0
南港區,房地(土地+建物),忠孝東路六段451~480號,24.0,都市：其他:第三之二種住宅區及第三種住宅區。,,,1091104,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721222,106.13,3,2,2,有,無,17750000,167248,,0.0,0,陽台外推;其他增建;,RPWNMLTKKHGGFDA18DA,94.83,0.0,11.3,無,57.0,2,0,8875000,0
信義區,房地(土地+建物),松智路31巷1~30號,41.42,都市：其他:住宅區(信義計畫特定專用區)。,,,1100109,土地2建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870420,168.86,3,2,2,有,有,43200000,255833,,0.0,0,陽台外推;其他增建;,RPVOMLOJKHGGFDA57DA,82.09,1.92,11.2,有,,3,0,14400000,0
中山區,房地(土地+建物)+車位,松江路188巷1~30號,13.23,都市：其他:第三種住宅區。,,,1090505,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050226,64.49,1,1,1,有,有,25000000,387657,升降機械,7.32,0,,RPVNMLNLKHGGFCA47DA,20.2,7.8,5.19,有,58.0,3,1,8333333,0
信義區,土地,和段二小段,43.0,都市：其他:道路用地(公共設施用地)。51/9/1,,,1100115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1680000,39070,,0.0,0,包含公共設施保留地用地;,RPSNMLPKJHGGFDA27DA,0.0,0.0,0.0,無,,1,0,1680000,0
信義區,房地(土地+建物),忠孝東路五段295巷2弄1~30號,29.04,都市：其他:第三種住宅區。,,,1100105,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0780425,124.1,3,2,2,有,有,23280000,187591,,0.0,0,,RPWNMLSKJHGGFDA97DA,81.02,0.0,9.14,無,,2,0,11640000,0
南港區,房地(土地+建物),研究院路二段2巷1~30號,28.05,都市：其他:第三種住宅區。,,,1091228,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730424,128.84,3,2,2,有,無,13500000,104781,,0.0,0,,RPSOMLLLJHGGFDA07DA,111.19,0.0,9.21,無,,2,0,6750000,0
信義區,房地(土地+建物),永吉路278巷1~30號,27.5,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1091222,土地2建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790914,120.25,2,2,2,有,無,27900000,232017,,0.0,0,陽台外推;頂樓加蓋;其他增建;,RPUOMLLLJHGGFDA27DA,62.4,31.38,8.25,有,,3,0,9300000,0
中山區,房地(土地+建物),敬業三路162巷91~120號,47.09,都市：其他:住宅區(供拆遷安置專案住宅使用)。,,,1091224,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,155.72,3,2,2,有,有,26000000,166966,,0.0,0,其他增建;,RPPSMLTKKHGGFCA87DA,77.88,0.0,8.1,有,,2,0,13000000,0
內湖區,房地(土地+建物)+車位,成功路五段61~90號,18.74,都市：其他:第三種住宅區。,,,1091226,土地2建物1車位2,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970603,218.1,3,2,2,有,有,30600000,140303,坡道平面,94.62,0,陽台外推;,RPQSMLTKKHGGFCA97DA,72.49,7.53,7.67,有,,5,2,6120000,0
中山區,房地(土地+建物),中山北路二段137巷1~30號,24.31,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091214,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670427,147.42,6,0,6,有,有,24520000,166327,,0.0,0,其他增建;,RPPNMLKLKHGGFCA56DA,147.42,0.0,0.0,有,59.0,3,0,8173333,0
中山區,房地(土地+建物),復興北路151~180號,16.81,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100121,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690822,191.34,4,2,0,有,有,45700000,238842,,0.0,0,,RPUNMLKLKHGGFCA07DA,151.72,0.0,0.0,有,,3,0,15233333,0
內湖區,車位,康樂街136巷30弄1~30號,0.0,,,,1090312,土地0建物1車位1,,,其他,,,,16.5,0,0,0,有,有,1300000,,坡道機械,16.5,1300000,僅車位交易;,RPVRMLTKKHGGFCA38DA,0.0,0.0,0.0,有,60.0,2,1,650000,1300000
內湖區,房地(土地+建物),康樂街72巷17弄91~120號,35.79,都市：其他:道路用地(公共設施用地)。72/8/10,,,1091231,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730917,123.84,3,2,2,有,無,12000000,96899,,0.0,0,其他增建;,RPWRMLPLJHGGFCA08DA,107.29,0.0,7.09,無,,3,0,4000000,0
中山區,房地(土地+建物)+車位,明水路557巷1~30號,41.28,都市：其他:第三種住宅區。,,,1091029,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840718,233.57999999999998,4,2,2,有,有,50000000,214050,坡道平面,0.0,0,其他增建;,RPXQMLSKKHGGFCA38DA,172.92,7.31,16.22,有,,3,1,16666666,0
內湖區,房地(土地+建物),堤頂大道二段481~510號,7.95,都市：其他:科技工業區(A區)(不得作住宅使用)。,,,1100102,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980729,43.760000000000005,1,1,1,有,有,7930000,181216,,0.0,0,,RPSRMLSKKHGGFCA97DA,26.32,1.85,0.0,有,,2,0,3965000,0
中山區,房地(土地+建物),吉林路168巷1~30號,21.6,都市：其他:第三種住宅區。,,,1091130,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671009,66.35,3,1,1,有,無,11200000,168802,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;其他增建;未登記建物;,RPRNMLTKKHGGFCA57DA,66.35,0.0,0.0,無,,2,0,5600000,0
內湖區,房地(土地+建物)+車位,文湖街21巷118弄1~30號,34.34,都市：其他:第三種住宅區。,,,1100131,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010426,161.67,2,2,2,有,有,25000000,154636,坡道機械,0.0,0,陽台外推;其他增建;,RPSNMLTKKHGGFCA67DA,84.99,4.33,18.42,有,,3,1,8333333,0
中山區,房地(土地+建物),建國北路二段121~150號,11.1,都市：其他:第三之二種住宅區及第三種住宅區 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100120,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710702,76.35,0,1,1,有,有,13500000,176817,,0.0,0,,RPXRMLOJKHGGFCA97DA,49.99,0.0,6.77,有,,2,0,6750000,0
內湖區,房地(土地+建物),成功路四段294巷70弄1~30號,158.08,都市：其他:保護區。,,,1091208,土地6建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0750714,266.03,5,2,5,有,有,32800000,123294,,0.0,0,陽台外推;夾層;其他增建;,RPWNMLRJKHGGFCA77DA,178.87,78.87,8.29,無,,7,0,4685714,0
中山區,房地(土地+建物)+車位,中山北路二段151~180號,29.65,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100103,土地1建物1車位2,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040918,387.72,3,2,4,有,有,89800000,258466,坡道平面,63.5,6000000,,RPTPMLLJKHGGFCA07DA,195.34,5.92,24.72,有,,4,2,22450000,3000000
內湖區,房地(土地+建物),內湖路一段91巷37弄1~30號,34.94,都市：其他:第三種住宅區。,,,1100114,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0741223,119.02,4,2,2,有,無,18360000,154260,,0.0,0,,RPUNMLNJKHGGFCA17DA,103.9,9.18,0.0,無,,3,0,6120000,0
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,25.55,都市：其他:第三種住宅區。,,,1080921,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,154.17000000000002,3,2,2,有,有,22960000,156606,坡道機械,16.5,1400000,109.4.24取得使用執照。108.12.21讓渡轉讓。,RPPQMLPJJHGGFCA07DA,90.58,0.63,9.13,有,,3,1,7653333,1400000
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,25.55,都市：其他:第三種住宅區。,,,1080924,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,154.17000000000002,3,2,2,有,有,22900000,156171,坡道機械,16.5,1400000,,RPPSMLPJJHGGFCA27DA,90.58,0.64,9.14,有,,3,1,7633333,1400000
大同區,房地(土地+建物),延平北路二段241~270號,10.06,都市：其他:道路用地(公共設施用地)。63/10/18,,,1100107,土地25建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0681211,100.6,3,2,2,有,有,12500000,124254,,0.0,0,,RPUOMLTKKHGGFBA87DA,96.7,0.0,3.9,有,,26,0,480769,0
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,24.44,都市：其他:第三種住宅區。,,,1080607,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,148.37,3,2,2,有,有,21180000,147721,坡道機械,16.5,1700000,,RPWRMLLMKIPFFCA78DA,86.56,0.63,9.2,有,,3,1,7060000,1700000
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.25,都市：其他:第三種住宅區。,,,1080705,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,163.26,4,2,2,有,有,25000000,160807,坡道機械,16.5,1400000,,RPVNMLOJJHGGFCA27DA,97.12,0.64,9.2,有,,3,1,8333333,1400000
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.25,都市：其他:第三種住宅區。,,,1080919,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,163.26,4,2,2,有,有,25350000,163192,坡道機械,16.5,1400000,,RPSOMLOJJHGGFCA07DA,97.12,0.64,9.2,有,,3,1,8450000,1400000
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.25,都市：其他:第三種住宅區。,,,1080704,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,163.26,4,2,2,有,有,23250000,148201,坡道機械,16.5,1500000,,RPVOMLOJJHGGFCA37DA,97.12,0.63,9.2,有,,3,1,7750000,1500000
內湖區,房地(土地+建物)+車位,康樂街136巷30弄1~30號,27.76,都市：其他:第三種住宅區。,,,1080628,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,182.45,4,2,2,有,有,25740000,152158,坡道機械,33.0,3000000,,RPWPMLOJJHGGFCA57DA,99.12,0.63,9.27,有,,4,2,6435000,1500000
萬華區,房地(土地+建物),昆明街211~240號,15.04,都市：其他:第四種商業區。,,,1100104,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791226,177.41000000000003,4,2,2,有,有,21000000,118370,,0.0,0,,RPPNMLMLKHGGFBA66DA,69.96,5.0,73.81,有,,2,0,10500000,0
大同區,房地(土地+建物)+車位,雙連街61~90號,25.05,都市：其他:第四種住宅區。,,,1100127,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,269.93,4,2,2,有,有,62000000,229689,坡道平面,71.69,0,,RPWOMLRKKHGGFBA87DA,119.71,2.58,16.2,有,61.0,4,2,15500000,0
大同區,房地(土地+建物)+車位,南京西路1~30號,15.46,都市：其他:第三種商業區。,,,1100122,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710703,169.46,0,0,0,無,有,31109750,183582,升降平面,0.0,0,,RPQOMLMLJHGGFBA76DA,133.99,0.0,7.28,有,,3,1,10369916,0
文山區,房地(土地+建物)+車位,福興路82巷6弄1~30號,74.47,都市：其他:第二種住宅區。,,,1100118,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870928,138.18,3,2,2,有,有,16350000,118324,塔式車位,0.0,0,其他增建;,RPVNMLTLJHGGFAA77DA,81.92,0.0,10.73,有,,3,1,5450000,0
文山區,房地(土地+建物),興隆路三段152巷1~30號,9.25,都市：其他:第三種住宅區。,,,1091227,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090115,70.97,2,1,1,有,有,15500000,218402,,0.0,0,,RPPOMLTLJHGGFAA27DA,40.65,2.27,2.88,有,,2,0,7750000,0
文山區,房地(土地+建物),興隆路四段105巷1~30號,25.05,都市：其他:第三種住宅區。,,,1100120,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840821,111.49000000000001,3,2,2,有,有,17200000,154274,,0.0,0,,RPPPMLQLJHGGFAA07DA,72.88,3.36,7.79,有,,2,0,8600000,0
文山區,房地(土地+建物),興隆路四段58巷31~60號,46.38,都市：其他:第三種住宅區。,,,1100114,土地1建物1車位0,二層，三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790501,168.49,4,2,3,有,無,20380000,120957,,0.0,0,陽台外推;其他增建;,RPSPMLMLJHGGFAA96DA,119.83,8.06,15.54,無,,2,0,10190000,0
文山區,房地(土地+建物),景興路153巷14弄1~30號,41.56,都市：其他:第二種住宅區。,,,1091217,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710810,92.16,3,2,1,有,有,13600000,147569,,0.0,0,陽台外推;其他增建;,RPTOMLPKJHGGFAA17DA,82.39,0.0,9.77,無,62.0,3,0,4533333,0
文山區,房地(土地+建物)+車位,指南路三段22巷8弄1~30號,54.82,都市：其他:第三種住宅區。,,,1100124,土地1建物1車位1,五層，電梯樓梯間,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861213,182.04000000000002,4,2,2,有,有,20550000,112887,坡道平面,0.0,0,其他增建;,RPOQMLOJKHGGFAA76DA,118.33,7.9,13.85,有,,3,1,6850000,0
中正區,車位,重慶南路三段151~180號,0.12,都市：其他:第二種商業區。,,,1100202,土地2建物1車位1,一層,十五層,其他,住家用,鋼筋混凝土造,1010315,16.169999999999998,0,0,0,有,有,1000000,,升降機械,16.09,1000000,僅車位交易;,RPTOMLMJKHGGFAA86DA,0.0,0.0,0.0,有,63.0,4,1,250000,1000000
文山區,房地(土地+建物)+車位,一壽街3巷1~30號,78.98,都市：其他:第三種住宅區。,,,1091229,土地1建物3車位3,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0910117,426.25,4,2,3,有,有,66000000,154842,坡道平面,78.81,0,陽台外推;,RPOOMLKLKHGGFAA98DA,289.57,5.42,24.19,有,,7,3,9428571,0
中正區,房地(土地+建物),寧波西街61~90號,28.3,都市：其他:第三種住宅區。,,,1091217,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710105,88.27,1,2,1,有,無,11410000,129262,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;,RPQPMLKLKHGGFAA66DA,78.7,0.0,9.57,有,,2,0,5705000,0
文山區,車位,仙岩路16巷91~120號,4.13,都市：其他:第二種住宅區。,,,1100102,土地1建物1車位1,電梯樓梯間，地下一層,十三層,其他,停車空間,鋼筋混凝土造,0870312,30.25,0,0,0,有,無,1420000,,坡道平面,0.0,0,僅車位交易;,RPSNMLMLKHGGFAA86DA,0.0,0.0,0.0,無,64.0,3,1,473333,0
文山區,房地(土地+建物),興隆路一段202巷7弄1~30號,32.38,都市：其他:第四種住宅區。,,,1091229,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630416,92.02,3,2,2,有,無,11550000,125516,,0.0,0,,RPVNMLMLKHGGFAA17DA,92.02,0.0,0.0,無,,2,0,5775000,0
中正區,房地(土地+建物),門街61~90號,10.25,都市：其他:第三種住宅區。,,,1100128,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071023,86.92999999999999,2,2,1,有,有,19000000,218567,,0.0,0,,RPUNMLTKKHGGFAA67DA,50.99,1.44,3.55,有,65.0,3,0,6333333,0
文山區,房地(土地+建物),萬美街一段61~90號,51.47,都市：其他:第貳類住宅用地(萬芳社區特定專用區)。,,,1100107,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0720920,91.0,3,2,1,有,無,11180000,122857,,0.0,0,,RPVOMLSKKHGGFAA77DA,67.3,0.0,10.14,無,,2,0,5590000,0
文山區,房地(土地+建物)+車位,景華街181~210號,12.99,都市：其他:第三種住宅區。,,,1100104,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1050930,131.10000000000002,2,2,1,有,有,25000000,190694,坡道平面,41.98,0,,RPOQMLSKKHGGFAA27DA,52.42,0.0,7.64,有,66.0,3,1,8333333,0
文山區,房地(土地+建物),景興路241~270號,3.27,都市：其他:第三種商業區。,,,1100120,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981028,38.07,1,0,1,有,有,7150000,187812,,0.0,0,,RPQNMLQKKHGGFAA96DA,20.59,0.0,2.25,有,67.0,2,0,3575000,0
文山區,房地(土地+建物)+車位,景興路271~300號,32.8,都市：其他:第三種商業區。,,,1091227,土地1建物1車位1,八層，九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810103,241.11999999999998,6,2,3,有,有,30000000,124419,坡道平面,0.0,0,陽台外推;夾層;其他增建;,RPPPMLMLKHGGFAA76DA,156.74,20.46,15.75,有,,3,1,10000000,0
中正區,房地(土地+建物),信義路二段241~270號,4.98,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100130,土地12建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1070702,47.44,1,1,1,有,有,21000000,442664,,0.0,0,,RPWOMLSKKHGGFBA97DA,26.8,3.17,0.0,有,68.0,13,0,1615384,0
萬華區,房地(土地+建物),西園路二段301~330號,15.0,都市：其他:第三之一種住宅區。,,,1091231,土地1建物1車位0,全,二層,透天厝,,加強磚造,,21.4,2,2,2,有,無,5929688,277088,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;其他增建;,RPTOMLTKKHGGFBA77DA,21.4,0.0,0.0,無,69.0,2,0,2964844,0
中山區,房地(土地+建物),新生北路三段61~90號,61.33,都市：其他:第三之二種住宅區。,,,1100104,土地1建物2車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0580722,107.0,2,1,1,有,無,30800000,287850,,0.0,0,具重建或重劃、都更等效益;,RPROMLPJKHGGFCA17DA,107.0,0.0,0.0,無,,3,0,10266666,0
中山區,房地(土地+建物)+車位,中山北路三段31~60號,19.69,都市：其他:第三種商業區。,,,1091209,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1061020,198.63,0,0,0,無,有,62000000,325424,升降機械,14.87,2200000,,RPRPMLSKKHGGFCA67DA,108.03,7.95,9.52,有,,3,1,20666666,2200000
